"roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
0.7,4.21,-87.8,4,-0.11,0,0.03,-12,2,39,46,626,-310,0,0,0,34,0.32,0.03,-0.41,-255,199,-87,-403,444,394,51.44906841,-56.1182704,-76.00092416,28,0.35,0.14,-0.43,-146,135,-189,-543,245,135,136,-11.9,87.4,30,-0.29,-0.05,-0.41,164,171,-178,-120,743,780,"C"
0.74,4.06,-87.8,4,-0.11,0,0.03,-11,1,42,41,630,-296,0,0,0,33,0.1,0.13,-0.34,-250,178,-89,-393,436,391,53.59075983,-55.28412216,-74.88936107,28,0.35,0.13,-0.41,-145,141,-188,-534,248,123,136,-11.5,87.4,30,-0.29,-0.05,-0.31,169,161,-172,-123,746,776,"C"
0.82,3.82,-87.8,4,-0.08,0.02,0.05,-8,1,41,49,633,-294,0,0,0,32,-0.24,0.27,-0.18,-243,179,-92,-386,437,392,51.45865233,-55.29871226,-76.72898962,28,0.35,0.13,-0.34,-143,134,-189,-546,253,123,136,-11.1,87.1,30,-0.27,0.1,-0.08,173,180,-162,-119,742,781,"C"
0.87,3.49,-87.8,4,0.03,0,-0.02,-11,1,42,42,623,-309,0,0,0,36,-2.49,1.16,-1.08,-260,241,-28,-197,414,503,52.00245216,-54.08969337,-77.33587265,28,0.4,0.1,-0.3,-143,138,-194,-544,246,125,135,-10.6,86.4,31,-0.22,0.06,-0.25,162,201,-159,-100,737,778,"C"
0.83,3.56,-87.8,4,0.05,0,0,-12,1,39,48,627,-309,0,0,0,37,-2.76,1.3,-1.28,-268,233,-50,-106,403,534,55.31610913,-52.76318945,-75.58564593,28,0.34,0.05,-0.07,-138,144,-188,-549,249,123,135,-10.5,86.3,31,-0.19,0.1,-0.23,177,199,-156,-99,736,783,"C"
0.83,3.65,-87.8,4,0.05,0,0,-12,3,39,44,627,-313,0,0,0,36,-3.08,1.48,-1.39,-260,240,-3,7,359,565,52.71268481,-53.9735985,-76.82301908,28,0.27,0.03,0.15,-142,139,-192,-539,247,115,135,-10.5,86.5,31,-0.03,0.02,-0.08,171,188,-161,-102,736,788,"C"
0.83,3.81,-87.8,4,0.06,0,-0.02,-12,3,41,45,632,-308,0,0,0,30,-3.52,1.36,-1.28,-217,203,-27,156,293,568,47.53942597,-54.50675432,-80.71085379,29,0.24,0.1,0.05,-145,128,-202,-542,256,106,135,-10.5,87.2,31,0.05,0.02,0.07,160,192,-166,-97,733,792,"C"
0.81,3.92,-87.8,4,0.06,0,-0.02,-11,0,40,43,627,-313,0,0,0,27,-3.37,1.24,-1,-199,178,-31,270,254,549,52.82089548,-53.66256016,-77.00275097,28,0.13,0.21,0.21,-141,139,-192,-540,261,104,135,-10.5,87.7,31,0.03,-0.06,-0.05,158,201,-173,-100,737,787,"C"
0.8,3.97,-87.8,4,0.06,0.02,0,-11,2,40,40,622,-303,0,0,0,27,-3.37,1.2,-0.94,-190,171,-60,344,236,542,53.62473237,-55.38205853,-74.77162579,27,0.05,0.26,0.31,-140,136,-181,-548,260,115,135,-10.4,87.9,31,0,-0.06,-0.1,152,200,-176,-97,735,781,"C"
0.82,4.07,-87.8,4,0.05,0,0,-12,1,40,42,634,-311,0,0,0,23,-3.21,1.09,-1.15,-145,163,-40,437,182,491,52.89203122,-54.17674582,-76.48736311,28,0.02,0.27,0.43,-140,137,-188,-538,270,98,134,-10.2,88.2,32,-0.06,-0.06,-0.21,170,194,-171,-96,728,789,"C"
0.82,4.14,-87.8,4,0.03,0,0,-14,5,36,49,630,-314,0,0,0,18,-2.89,0.9,-1.49,-109,140,-35,511,133,445,52.06974453,-52.88511849,-78.33441305,29,0.19,0.39,0.48,-143,141,-200,-529,282,91,134,-9.99,88.5,30,-0.03,-0.05,-0.15,160,181,-170,-102,735,801,"C"
0.84,4.17,-87.8,4,0.02,0,0,-12,2,39,50,632,-304,0,0,0,16,-2.83,0.8,-1.28,-79,108,-90,580,88,402,60.92376113,-53.22347605,-70.00063968,28,0.21,0.5,0.26,-141,159,-179,-519,297,106,134,-9.83,88.9,30,-0.02,-0.08,-0.03,168,180,-169,-100,735,793,"C"
0.8,4.16,-87.9,4,0.03,0,0,-12,-1,41,44,624,-308,0,0,0,20,0.43,-0.1,-0.38,95,101,-142,688,61,237,73.61789901,-49.42846064,-60.56327577,28,-0.13,1.53,-0.52,-130,184,-156,-415,435,105,133,-9.16,89.4,32,-0.08,-0.02,-0.07,176,192,-169,-88,733,809,"C"
0.79,4.22,-87.9,4,0.03,0,0,-10,5,37,46,624,-314,0,0,0,16,0.8,-0.08,-0.69,92,84,-103,675,53,253,72.56066581,-47.3269433,-63.50387488,30,-0.14,1.51,-0.48,-136,198,-177,-364,464,128,133,-9.06,89.7,30,0,0,-0.07,167,183,-166,-95,729,810,"C"
0.75,4.3,-87.9,4,0.05,0,0,-11,0,40,52,627,-312,0,0,0,15,0.77,-0.11,-0.44,80,87,-83,658,45,293,77.19534632,-43.97645102,-61.42772399,31,0,1.14,-0.08,-130,213,-176,-329,486,142,133,-9.05,90,31,0.02,-0.03,0.07,166,188,-169,-94,726,807,"C"
0.75,4.37,-87.9,4,0.05,0,-0.02,-12,4,36,52,627,-308,0,0,0,14,0.71,-0.16,0.07,87,69,-80,643,52,318,78.65732734,-40.25557651,-62.81595481,30,0.18,0.82,0.1,-114,206,-171,-312,494,129,133,-8.99,90.3,31,0.02,-0.05,0.05,166,195,-172,-94,725,807,"C"
0.75,4.43,-87.9,4,0.05,0,-0.02,-11,3,40,47,630,-294,0,0,0,16,0.8,-0.29,0.56,83,76,-113,631,69,327,81.82000433,-30.10557625,-66.34862063,31,0.18,0.61,0,-91,224,-189,-294,517,119,133,-8.79,90.7,31,-0.02,-0.08,-0.03,160,189,-173,-95,728,803,"C"
0.72,4.57,-87.9,4,0.06,0,-0.02,-12,1,39,46,626,-306,0,0,0,15,1.32,-0.5,0.61,49,91,-101,595,97,375,80.42915966,-36.49102126,-63.69866032,31,0.16,0.63,0.03,-108,218,-180,-281,527,112,133,-8.76,90.8,31,-0.02,0.05,-0.08,177,188,-168,-98,727,808,"C"
0.72,4.62,-87.9,4,0.06,0,0,-13,2,41,48,628,-311,0,0,0,15,1.4,-0.53,0.49,25,108,-102,594,106,374,78.61984463,-37.41319247,-64.93613453,31,0.22,0.45,-0.02,-110,213,-182,-279,524,108,133,-8.76,90.8,31,-0.02,0.05,-0.08,177,188,-168,-98,727,808,"C"
0.7,4.66,-87.9,4,0.05,0,-0.02,-15,4,39,43,630,-312,0,0,0,13,1.57,-0.56,0.31,25,102,-76,559,121,399,75.851893,-37.46515175,-67.75111074,30,0.32,0.21,-0.11,-108,203,-185,-274,543,99,133,-8.76,90.8,31,-0.02,0.05,-0.08,177,188,-168,-98,727,808,"C"
0.7,4.7,-87.9,4,0.05,0,-0.02,-14,3,39,46,626,-304,0,0,0,12,1.85,-0.61,0.25,3,91,-79,542,131,411,73.9384463,-38.66278197,-68.85629762,29,0.4,-0.08,-0.28,-108,193,-182,-276,530,104,133,-8.76,90.8,31,-0.02,0.05,-0.08,177,188,-168,-98,727,808,"C"
0.71,4.75,-87.9,4,0.05,0,0,-12,3,41,57,627,-310,0,0,0,13,2.02,-0.63,0.31,-24,100,-77,511,149,442,72.87591367,-38.39585942,-70.11982515,29,0.48,-0.34,-0.51,-108,192,-186,-283,517,102,133,-8.72,90.8,31,-0.02,-0.02,-0.05,166,184,-168,-93,733,801,"C"
0.7,4.79,-87.9,4,0.03,0,-0.02,-15,1,39,49,628,-296,0,0,0,15,2.02,-0.67,0.66,-53,126,-58,465,170,469,75.08067614,-37.96018453,-68.19170048,29,0.59,-0.69,-0.89,-107,197,-182,-302,506,116,133,-8.61,91,31,-0.05,0,-0.02,167,189,-168,-92,724,805,"C"
0.65,4.8,-87.9,5,0.02,0,-0.02,-14,2,42,48,632,-309,0,0,0,14,2.1,-0.93,1.18,-41,123,-35,391,225,503,71.10883465,-47.12759074,-65.17102045,29,0.75,-0.96,-1.49,-128,184,-171,-344,476,129,133,-8.42,91.2,31,0,-0.05,-0.07,168,188,-166,-92,732,805,"C"
0.57,4.82,-87.9,5,0.03,0,-0.02,-14,0,42,48,632,-312,0,0,0,26,2.31,-0.98,0.82,-201,156,-26,16,344,575,96.18886062,-28.93324005,-51.86755987,29,0.59,-0.26,-0.46,-80,230,-139,-435,375,152,132,-7.81,91.5,31,-0.06,-0.05,0,173,188,-168,-92,725,822,"C"
0.53,4.88,-87.9,4,0.03,-0.02,-0.03,-13,2,40,52,631,-311,0,0,0,34,1.77,-1.08,1.18,-251,202,-71,-152,414,517,64.51484357,-41.24750572,-76.31053916,30,0.39,-0.03,-0.16,-116,174,-200,-454,371,155,132,-7.64,91.7,31,-0.05,0,-0.08,168,192,-169,-95,727,822,"C"
-0.33,5.97,-88.2,5,0.1,0.02,-0.05,-15,3,46,50,632,-305,0,0,0,36,0,0,-0.08,-266,167,-159,-352,435,430,76.19932998,-35.42819842,-68.7824933,29,0.37,0.77,-0.2,-100,199,-183,-252,541,114,133,-7.7,94.2,31,0.13,-0.24,0.05,172,183,-168,-89,719,808,"C"
-0.36,6.05,-88.2,5,0.1,0.02,-0.05,-13,1,48,53,641,-293,0,0,0,36,0,0.05,-0.08,-266,168,-161,-352,430,437,79.15542518,-33.48607545,-67.02236777,28,0.35,0.72,-0.1,-91,197,-172,-246,543,96,133,-7.6,94.5,30,0.13,-0.19,0.07,165,182,-167,-88,724,810,"C"
-0.44,6.2,-88.2,5,0.1,0,-0.05,-15,2,46,50,646,-287,0,0,0,36,-0.02,0.08,-0.11,-258,173,-161,-344,431,435,81.1510574,-29.57808783,-67.33987468,30,0.03,0.53,0,-86,214,-184,-230,551,95,133,-7.51,95.2,32,0.21,-0.22,0.1,178,196,-166,-100,727,809,"C"
-0.48,6.27,-88.2,5,0.1,0,-0.05,-15,2,45,50,634,-295,0,0,0,36,-0.02,0.06,-0.15,-259,169,-161,-349,433,438,82.23703485,-26.8466111,-67.7259534,31,-0.08,0.48,-0.03,-80,221,-189,-225,558,99,133,-7.46,95.5,32,0.24,-0.26,0.1,187,208,-149,-98,729,813,"C"
-0.51,6.35,-88.2,4,0.1,0,-0.05,-16,2,41,53,639,-282,0,0,0,36,-0.02,0.05,-0.16,-263,165,-162,-348,424,435,84.65891699,-26.63953252,-65.35329496,33,-0.06,0.43,-0.03,-84,239,-194,-221,557,96,133,-7.26,96.2,31,0.31,-0.47,0.18,166,209,-145,-107,732,809,"C"
-0.52,6.43,-88.2,5,0.1,0,-0.03,-14,-4,46,58,641,-278,0,0,0,36,-0.02,0.03,-0.11,-268,159,-159,-341,424,439,82.56193518,-32.59556193,-64.06706536,33,0.03,0.34,0,-105,241,-196,-218,555,93,133,-7.05,97,31,0.37,-0.58,0.26,163,212,-147,-117,739,815,"C"
-0.5,6.58,-88.2,5,0.11,0.02,0.02,-15,0,46,55,641,-290,0,0,0,35,-0.03,0.05,0,-263,160,-162,-342,425,431,81.89204813,-29.71467945,-66.50133221,32,0.37,-0.08,-0.31,-93,232,-196,-222,558,86,134,-6.5,99,31,0.45,-0.69,0.36,143,218,-150,-131,748,814,"C"
-0.33,7.06,-88.2,5,0.11,0,0.02,-14,3,43,57,633,-289,0,0,0,36,-0.05,-0.08,0.15,-265,159,-168,-335,428,433,78.90301566,-37.73763079,-64.41140868,30,0.74,-0.8,-1.15,-108,208,-176,-278,521,101,137,-5.29,105,34,0.71,-1,0.51,124,267,-155,-180,769,783,"C"
-0.29,7.12,-88.2,5,0.1,0,0.02,-14,2,45,57,633,-293,0,0,0,36,-0.03,-0.05,0.18,-265,161,-160,-341,436,432,78.48328623,-38.86709117,-64.03268294,30,0.8,-0.85,-1.26,-111,207,-175,-282,522,117,137,-4.87,107,34,0.66,-1.17,0.48,119,272,-153,-198,776,769,"C"
-0.25,7.26,-88.2,5,0.1,0,0.02,-15,-2,50,62,635,-280,0,0,0,35,0,-0.05,0.16,-258,169,-160,-339,438,432,80.56033948,-43.2111977,-58.44474866,31,0.87,-0.9,-1.53,-126,217,-166,-319,504,126,138,-3.77,110,37,0.69,-1.36,0.41,106,304,-161,-230,780,759,"C"
-0.23,7.34,-88.2,5,0.11,0,0.02,-16,3,49,63,634,-300,0,0,0,36,-0.02,-0.06,0.1,-266,170,-168,-345,435,429,84.22598859,-45.9773747,-51.9374712,31,0.98,-0.87,-1.59,-135,227,-151,-332,484,146,138,-3.22,112,37,0.72,-1.43,0.41,89,311,-162,-247,779,746,"C"
-0.15,7.55,-88.1,5,0.13,0.02,0.02,-14,2,44,66,639,-291,0,0,0,35,-0.03,-0.05,0.08,-262,163,-159,-342,430,426,92.08219054,-43.43771034,-44.98979203,29,1,-0.83,-1.21,-120,227,-124,-360,452,141,140,-1.77,116,38,0.82,-1.93,0.54,92,321,-155,-293,781,736,"C"
-0.01,7.8,-88.1,5,0.13,0,0.05,-16,0,48,64,631,-297,0,0,0,36,0,0,0.02,-263,172,-166,-340,433,424,93.63556589,-31.54858102,-52.94138416,31,1.08,-0.67,-1,-94,244,-153,-396,419,141,142,1.44,123,38,0.71,-2.22,0.71,7,326,-172,-365,766,673,"C"
0.05,7.89,-88.1,5,0.11,0,0.05,-17,1,46,69,635,-289,0,0,0,36,-0.02,0.02,-0.03,-260,168,-160,-339,439,428,89.80254108,-35.37901237,-54.44741909,30,1.09,-0.59,-1.18,-101,228,-151,-415,406,138,143,2.37,126,39,0.63,-1.99,0.52,22,337,-179,-392,753,651,"C"
0.54,7.63,-88.1,5,-0.1,-0.02,0.03,-17,2,49,65,633,-309,0,0,0,36,-0.02,0.02,-0.03,-262,165,-161,-339,450,426,67.19322938,-38.73070065,-75.52198713,29,0.82,-0.21,-0.79,-108,178,-196,-471,352,122,146,11.2,141,32,0.29,-1.99,0.05,-12,242,-201,-541,654,598,"C"
0.6,7.33,-88.1,5,-0.08,0,0,-14,8,44,67,633,-290,0,0,0,36,0,0.02,-0.03,-262,162,-164,-338,440,426,63.46231064,-55.60661837,-65.37582683,27,0.71,-0.39,-0.85,-138,155,-159,-478,347,118,147,13.6,145,30,0.26,-2.18,-0.26,-47,197,-219,-573,614,599,"C"
0.6,7.02,-88.1,4,-0.06,-0.02,-0.03,-11,-1,41,71,644,-303,0,0,0,36,0.02,-0.02,-0.07,-262,166,-166,-332,434,427,70.35675225,-47.40258086,-65.70939368,31,0.69,-0.19,-0.94,-139,197,-186,-489,323,124,146,16.7,148,30,-0.21,-1.96,-0.92,-91,136,-239,-603,577,609,"C"
0.58,6.89,-88.1,5,-0.05,-0.02,0,-10,-5,46,62,632,-304,0,0,0,36,0.02,-0.03,-0.07,-262,163,-165,-338,430,446,69.72059405,-45.54614294,-67.88373936,29,0.67,-0.11,-1.13,-124,181,-177,-493,324,130,145,17.5,148,29,-0.27,-0.63,-1.08,-137,118,-221,-613,580,633,"C"
0.62,6.65,-88.1,5,-0.06,0,0.03,-25,10,41,62,635,-297,0,0,0,35,0.02,-0.03,-0.03,-262,163,-160,-337,443,440,72.97890104,-51.51051776,-59.35382634,28,0.35,-0.22,-0.67,-133,180,-151,-495,309,140,143,16.7,146,27,-0.35,1.59,-0.87,-120,133,-201,-606,590,641,"C"
0.63,5.89,-88.2,5,-0.21,0,0,-15,-5,45,53,633,-298,0,0,0,36,0,-0.06,-0.02,-263,166,-160,-340,440,434,56.35907493,-51.70955484,-75.5594772,26,0.4,0,-0.54,-124,134,-172,-511,310,132,143,17.6,145,27,0.55,-0.85,0.25,-124,125,-196,-621,591,643,"C"
0.64,5.46,-88.2,5,-0.11,0.02,0.03,0,2,51,57,633,-295,0,0,0,36,0.02,-0.03,0,-262,168,-163,-341,434,425,41.72057928,-54.00406622,-85.70786421,30,0.48,-0.18,-0.51,-151,119,-222,-506,301,145,145,18.1,144,29,-0.34,-0.02,0.62,-180,133,-179,-617,589,650,"C"
0.71,5.23,-88.1,5,0.03,0.02,0.02,-9,4,51,59,639,-301,0,0,0,36,0,0,-0.08,-263,171,-164,-337,436,431,39.2,-62.1,-80.1,31,0.95,-0.35,-1.38,-175,115,-216,-522,273,123,147,19.3,142,31,-0.11,0.24,0.52,-117,222,-171,-613,589,637,"C"
0.58,5.01,-87.8,5,0.03,0,-0.03,-16,3,46,48,637,-303,0,0,0,39,1.86,-0.74,0.48,123,35,-359,656,-116,-286,54.43482002,-54.87090469,-74.51228241,27,0.34,0.13,-0.41,-140,139,-182,-517,275,133,146,17,127,31,0.22,0.67,0.82,-104,230,-170,-579,647,646,"C"
0.43,5.04,-87.8,5,0.03,0.02,-0.05,-13,1,44,51,636,-302,0,0,0,31,3,-1.08,1.02,98,51,-281,729,-89,-159,52.63309757,-54.33797094,-76.57012539,28,0.35,0.14,-0.41,-141,137,-189,-521,277,130,149,14.6,125,45,0.16,0.4,0.51,-109,369,-207,-548,640,589,"C"
0.4,5.09,-87.7,5,0.03,0,0.02,-16,0,46,50,634,-299,0,0,0,20,3.58,-1.54,1.36,81,80,-164,750,-30,26,55.39518482,-53.68592661,-74.70592122,28,0.32,0.14,-0.46,-140,144,-186,-521,272,140,149,16.1,126,37,-0.16,-0.53,-0.54,-129,277,-189,-563,639,610,"C"
0.42,5.09,-87.7,5,0.02,0.02,0.02,-18,-1,44,54,640,-297,0,0,0,18,3.81,-1.64,1.39,77,84,-138,747,-11,64,54.04195003,-54.04195003,-75.59694104,28,0.34,0.14,-0.44,-141,141,-188,-519,275,139,148,16.7,126,34,-0.16,-0.66,-0.62,-123,248,-186,-567,640,616,"C"
0.45,5.12,-87.7,5,0.03,0.02,0.03,-14,0,45,51,633,-300,0,0,0,24,3.97,-1.78,1.46,20,107,-214,731,30,125,52.85352832,-55.82042391,-75.0538854,28,0.35,0.14,-0.46,-146,139,-188,-519,271,137,148,17.4,127,30,-0.1,-0.74,-0.64,-120,200,-178,-579,637,628,"C"
0.47,5.15,-87.7,5,0.05,0.02,0.02,-13,1,46,52,631,-298,0,0,0,27,3.82,-1.85,1.36,-7,132,-230,716,47,166,54.49459186,-54.49459186,-74.79444112,28,0.37,0.13,-0.49,-141,141,-185,-526,275,136,147,17.9,128,29,-0.05,-0.63,-0.59,-132,189,-173,-585,621,642,"C"
0.74,4.43,-87.8,5,-0.05,0,0.03,-13,3,47,52,633,-304,0,0,0,37,3.15,-1.88,0.49,-270,238,-58,-23,403,510,55.0400051,-53.74863008,-74.96874419,28,0.37,0.14,-0.48,-139,142,-185,-523,260,144,147,18,128,33,0.1,0.02,0.23,-108,245,-176,-585,622,628,"C"
0.86,4.26,-87.8,5,0,0,-0.02,-14,1,46,44,637,-305,0,0,0,42,1.75,-1.49,0.62,-298,283,-55,-343,456,385,53.67600496,-54.10463491,-75.86429419,28,0.35,0.14,-0.43,-140,139,-187,-521,263,142,148,17.9,128,35,0.06,-0.11,0.21,-113,267,-191,-592,614,616,"C"
0.85,4.25,-87.8,5,0.02,0,0,-15,2,44,50,634,-305,0,0,0,38,1.43,-0.87,-0.51,-233,284,-26,-395,447,375,54.31715147,-55.18815615,-74.3330465,27,0.32,0.14,-0.39,-141,139,-182,-520,260,159,148,18.1,128,36,-0.06,-0.06,-0.1,-129,262,-191,-585,618,626,"C"
0.86,4.26,-87.7,5,0.02,0,0,-14,5,44,50,636,-294,0,0,0,34,1.01,-0.34,-1.28,-210,259,-50,-427,434,378,55.81672596,-54.53877747,-73.57046023,28,0.34,0.16,-0.36,-143,146,-185,-523,261,153,148,18.3,128,35,-0.14,-0.02,-0.25,-125,256,-190,-583,611,636,"C"
0.88,4.27,-87.7,5,0.02,0,0,-16,0,42,49,631,-309,0,0,0,33,0.58,-0.06,-1.26,-208,244,-36,-432,428,383,54.63372249,-54.63372249,-74.54682106,28,0.35,0.18,-0.36,-144,144,-188,-525,269,143,148,18.3,128,35,-0.14,-0.02,-0.25,-125,256,-190,-583,611,636,"C"
0.87,4.27,-87.7,5,0,0.02,0,-17,3,41,46,632,-304,0,0,0,31,0.13,0.18,-1.05,-213,222,-22,-438,419,390,53.78262371,-55.50807349,-74.51924063,28,0.37,0.16,-0.36,-143,139,-184,-524,264,140,148,18.5,128,32,-0.14,-0.02,-0.31,-97,237,-181,-592,621,640,"C"
0.9,4.27,-87.7,5,0,0.02,0.02,-14,4,43,52,631,-306,0,0,0,34,-0.77,0.61,-0.25,-254,213,-36,-419,413,406,54.39116148,-54.39116148,-74.9782305,28,0.39,0.14,-0.38,-142,142,-187,-521,271,143,147,18.7,128,30,-0.05,0.02,-0.16,-108,217,-174,-596,621,648,"C"
0.91,4.26,-87.7,5,0,0,0,-14,2,43,50,637,-305,0,0,0,35,-1.27,0.75,-0.08,-257,233,-15,-390,419,415,55.12097412,-54.26340471,-74.4409341,28,0.37,0.16,-0.39,-141,143,-185,-517,267,151,147,18.7,127,30,-0.03,0.08,0,-95,225,-171,-595,624,646,"C"
0.95,4.24,-87.6,5,0,0.02,0.02,-14,1,44,42,629,-304,0,0,0,42,-3.32,1.61,-1.15,-313,261,13,-208,416,504,54.29470311,-54.29470311,-75.14940809,28,0.39,0.14,-0.39,-140,140,-185,-521,263,145,148,18.4,127,34,0,0.1,-0.02,-107,257,-190,-586,622,631,"C"
0.97,4.23,-87.6,5,0,0.02,0.02,-15,-1,45,55,629,-308,0,0,0,42,-3.71,1.73,-1.31,-316,265,5,-127,399,532,53.34136378,-54.63946688,-75.68403353,27,0.39,0.14,-0.41,-140,137,-185,-527,264,147,148,18.4,127,34,0.02,0.03,-0.15,-105,255,-188,-592,622,634,"C"
1,4.17,-87.6,4,-0.02,0.02,0,-16,7,40,48,637,-295,0,0,0,40,-4.61,1.75,-1.18,-299,246,26,72,336,559,54.92423731,-54.06442815,-74.79318719,28,0.39,0.14,-0.44,-140,142,-185,-517,259,145,147,18.4,126,32,-0.02,0.05,-0.02,-92,247,-175,-590,622,648,"C"
1.01,4.02,-87.6,5,0,0,-0.02,-14,1,43,47,627,-298,0,0,0,24,-5.01,1.93,-0.56,-122,197,-35,557,181,384,53.31718279,-55.46937074,-74.96369242,28,0.37,0.11,-0.46,-143,138,-185,-527,263,152,148,18.4,127,34,0,-0.08,-0.05,-108,259,-188,-585,620,634,"C"
1,3.99,-87.6,5,-0.02,0.02,0,-18,4,43,49,631,-312,0,0,0,23,-4.83,1.91,-0.79,-109,196,-20,591,152,330,52.73888244,-55.74142664,-75.22501774,28,0.37,0.11,-0.48,-144,137,-186,-526,255,156,148,18.5,127,34,0,-0.1,-0.1,-114,252,-186,-587,626,641,"C"
0.96,3.93,-87.6,5,-0.03,0,-0.02,-14,1,43,50,635,-301,0,0,0,17,-4.37,1.61,-0.72,-23,108,-124,738,2,34,53.11895381,-56.56030919,-74.15238363,28,0.37,0.11,-0.48,-146,138,-184,-527,248,146,148,18.8,127,33,0.05,-0.06,0.02,-115,236,-184,-584,621,647,"C"
125,-44.4,169,17,0.03,0.11,-0.2,43,47,-159,182,601,-314,23.8,-39.1,-11.3,11,3.34,-1.86,0.69,83,-42,-49,730,103,67,92.78010868,-14.85470266,-62.00086595,19,-0.29,0.77,0.11,-27,146,-106,-400,425,130,0,0,0,39,1.06,0.55,0.64,10,380,-34,-39,734,622,"C"
125,-44,168,17,0.02,0.11,-0.21,45,43,-157,176,605,-315,18.9,-21.1,-10,6,2.89,-1.41,0.21,57,-27,3,630,188,268,102.3175321,-9.327324891,-53.78134567,20,-0.16,0.64,0.07,-18,165,-99,-354,465,135,0,0,0,40,1.09,0.48,0.49,16,392,-29,-42,732,615,"C"
125,-43.8,167,18,0.13,0.1,-0.2,47,47,-159,175,603,-313,20,10.8,-15.5,14,2.04,-1.56,1.87,-126,0,52,330,308,461,109.6428572,-1.412081362,-47.41223694,22,0.06,0.35,-0.02,-3,189,-97,-308,504,139,0,0,0,53,1.48,-1.43,-0.2,-17,516,5,-190,791,699,"C"
125,-43.7,167,18,0.13,0.08,-0.2,48,44,-159,176,604,-315,21.8,13.4,-16.6,13,1.86,-1.61,2.03,-122,12,39,297,334,464,112.7674809,-0.921867833,-44.30118116,22,0.05,0.39,-0.03,-2,196,-93,-301,510,139,0,0,0,51,1.49,-1.81,-0.16,-27,503,12,-236,814,730,"C"
125,-43.7,168,18,0.16,0.1,-0.16,49,42,-159,175,601,-303,24.9,20.5,-19.9,15,1.73,-1.69,1.2,-139,31,35,197,384,458,109.3834525,2.805822256,-47.59962438,22,0.06,0.35,0,6,190,-98,-289,516,136,0,0,0,52,1.86,-2.23,-0.02,-44,510,10,-332,833,756,"C"
125,-43.7,168,17,0.14,0.1,-0.16,49,44,-158,175,604,-311,25,23.1,-21,16,1.77,-1.62,0.79,-150,35,35,177,393,480,109.265649,4.625880731,-47.551782,22,0.11,0.34,-0.08,10,192,-99,-284,521,140,0,0,0,52,1.85,-2.39,0.05,-85,507,5,-380,833,776,"C"
125,-43.5,168,18,0.05,0.11,-0.2,41,52,-160,175,600,-319,21.5,36.2,-24.8,20,1.28,-0.98,0.31,-194,9,29,1,394,529,110.7295216,7.648850979,-45.61599341,23,0.08,0.26,-0.15,17,199,-98,-261,525,147,0,0,0,49,1.43,-2.62,-0.77,-145,454,11,-610,726,820,"C"
125,-43.3,167,17,0.03,0.11,-0.16,49,42,-157,174,608,-297,20.3,41.7,-27.5,22,1.19,-1.01,0.71,-212,-7,1,-90,388,527,114.6276412,8.253890058,-41.53909092,24,0.1,0.22,-0.15,19,210,-93,-246,528,152,0,0,0,44,1.61,-2.36,-0.69,-213,377,-7,-687,578,800,"C"
125,-43.1,167,18,0.05,0.11,-0.2,45,47,-160,176,610,-296,20,44.5,-29,23,1.24,-1.01,0.77,-225,-18,0,-132,388,529,115.3957257,10.67314507,-40.12898634,23,0.08,0.13,-0.08,24,206,-88,-247,524,145,0,0,0,43,1.4,-2.33,-0.49,-213,369,-11,-708,495,765,"C"
125,-43,166,18,0.05,0.11,-0.21,50,46,-159,168,601,-306,19.7,48.8,-30.9,26,1.22,-0.93,0.74,-257,-10,-5,-177,397,523,113.1711895,9.377267115,-42.75808131,23,0.18,0.06,-0.2,21,203,-93,-246,527,150,0,0,0,43,1.2,-2.17,-0.66,-264,327,-13,-708,369,729,"C"
125,-42.9,166,17,0.11,0.11,-0.2,51,41,-155,175,605,-302,18.7,52.2,-32.9,28,0.96,-0.82,0.62,-273,-22,-6,-223,396,529,109.2821581,10.19181379,-46.51857135,22,0.26,-0.13,-0.21,22,192,-97,-261,528,152,0,0,0,38,1.24,-2.09,-0.52,-263,265,13,-685,220,664,"C"
125,-43,166,17,0.13,0.11,-0.18,49,45,-156,173,604,-307,18.1,53.7,-34.1,27,0.77,-0.69,0.62,-268,-21,-14,-247,396,505,107.6559495,9.955658566,-48.2313841,22,0.32,-0.29,-0.34,21,186,-98,-258,507,150,0,0,0,39,1.3,-1.85,-0.34,-303,239,25,-663,128,626,"C"
